©Çª«¦WºÙ	µ¥¯Å 	¥Í©R­È	°òÂ¦¸gÅç	±¼¸¨ª««~
Red Drake (¨ªÀs)	60	6000	220	Skull Shield (¾uÅ\¬Þ)
Red Drake (¨ªÀs)	60	6000	220	Red Gaia Cape (¬õ°«¤h©Ü­·)
Red Drake (¨ªÀs)	60	6000	220	Blaze Capsule (¯PµK½¦Ån)
Red Drake (¨ªÀs)	60	6000	220	Steely Throwing-Knives (¹p¤§Ãð)
Red Drake (¨ªÀs)	60	6000	220	Sai (µØ¤óµu¼C)
Red Drake (¨ªÀs)	60	6000	220	Crystal Wand (¤ô´¹µu§ú)
Red Drake (¨ªÀs)	60	6000	220	Evil Tale (¤õµK¤§§ú)
Red Drake (¨ªÀs)	60	6000	220	Psycho Claw
Red Drake (¨ªÀs)	60	6000	220	Elixir (¯S®íÃÄ¤ô)
Red Drake (¨ªÀs)	60	6000	220	Mana Elixir (¬¡¤OÃÄ¤ô)
Red Drake (¨ªÀs)	60	6000	220	Scroll for Earring for INT 60% (¦ÕÀô´¼¤O¨÷¶b60%)
Red Drake (¨ªÀs)	60	6000	220	Scroll for Earring for INT 10% (¦ÕÀô´¼¤O¨÷¶b10%)
Red Drake (¨ªÀs)	60	6000	220	Scroll for Earring for LUK 100% (¦ÕÀô©¯¹B¨÷¶b100%)
Red Drake (¨ªÀs)	60	6000	220	Scroll for Shield for Defense 60% (¬ÞµP¨¾¿m¤O 60% ±²¶b)
Red Drake (¨ªÀs)	60	6000	220	Drake Skull (¼ÉÀsªºÀY°©)
Red Drake (¨ªÀs)	60	6000	220	Dragon Skin (Às¥Ö)
Red Drake (¨ªÀs)	60	6000	220	Flaming Feather (¤õµK¦Ð¤ò)
Red Drake (¨ªÀs)	60	6000	220	Orihalcon Ore (µµÄq¥Û¥ÀÄq)
Red Drake (¨ªÀs)	60	6000	220	Diamond Ore (Æp¥Û¥ÀÄq)
Wild Kargo (Å]Às)	62	5500	240	Steel Nordic Helm (¿Õ°ÒÀY²¯)
Wild Kargo (Å]Às)	62	5500	240	Red Distinction (¬õ¦Ðµ·µ³´U)
Wild Kargo (Å]Às)	62	5500	240	Dark Golden Circlet (¶Â¶Àª÷ªk«a)
Wild Kargo (Å]Às)	62	5500	240	Blue China («C¶§)
Wild Kargo (Å]Às)	62	5500	240	Red Shouldermail (¬õ±N­xñZ¥Ò)
Wild Kargo (Å]Às)	62	5500	240	Red Mystique (¬õ¦¶³¶¤§¥Ò)
Wild Kargo (Å]Às)	62	5500	240	Orange Calas (¦¶¬õÅ]ªk¾Ô¤h¦ç)
Wild Kargo (Å]Às)	62	5500	240	Red Tai (¨ª±Û­·¥Ò)
Wild Kargo (Å]Às)	62	5500	240	Red Anakarune (¬õ¸tÄÒ¤§ªA)
Wild Kargo (Å]Às)	62	5500	240	Brown Requierre (½Å¤Ñ¤W¤§¦ç)
Wild Kargo (Å]Às)	62	5500	240	Blue China Pants («C¶§¿Ç)
Wild Kargo (Å]Às)	62	5500	240	Red Shouldermail Pants (¬õ±N­x¿Ç)
Wild Kargo (Å]Às)	62	5500	240	Red Mystique Pants (¬õ¦¶³¶¤§¿Ç)
Wild Kargo (Å]Às)	62	5500	240	Orihalcon Camel Boots (µµ¤Q¦r¾c)
Wild Kargo (Å]Às)	62	5500	240	Blue Carzen Boots (ÂÅ­¸»î¾c)
Wild Kargo (Å]Às)	62	5500	240	Dark Clench (¶Â¾Ô°«¤â®M)
Wild Kargo (Å]Às)	62	5500	240	Brown Moon Gloves (¶À¤ë¤â®M)
Wild Kargo (Å]Às)	62	5500	240	Sephia Garner (¨ª¯«¥\¤â®M)
Wild Kargo (Å]Às)	62	5500	240	Blue Eyes (ÂÅ¯«²´¤â®M)
Wild Kargo (Å]Às)	62	5500	240	Black Bisk (¶Â¦â«Â´µ§J¤â®M)
Wild Kargo (Å]Às)	62	5500	240	Red Magic Cape (¬õ¦âÅ]ªk©Ü­·)
Wild Kargo (Å]Às)	62	5500	240	Tobi Throwing-Stars (±ö¤§Ãð)
Wild Kargo (Å]Às)	62	5500	240	Thorns (¥ÕÀs¤§§ú)
Wild Kargo (Å]Às)	62	5500	240	Golden Mole (¶Àª÷Áè)
Wild Kargo (Å]Às)	62	5500	240	Skylar (¤è¤Ñ´u)
Wild Kargo (Å]Às)	62	5500	240	Blood Gigantic (¨ª¬õ¾Ô¯«®±®M)
Wild Kargo (Å]Às)	62	5500	240	Power Elixir (¶W¯ÅÃÄ¤ô)
Wild Kargo (Å]Às)	62	5500	240	Mana Elixir (¬¡¤OÃÄ¤ô)
Wild Kargo (Å]Às)	62	5500	240	Scroll for Helmet for Defense 60% (ÀY²¯¨¾¿m¤O 60% ±²¶b)
Wild Kargo (Å]Às)	62	5500	240	Scroll for Earring for LUK 10% (¦ÕÀô©¯¹B¨÷¶b10%)
Wild Kargo (Å]Às)	62	5500	240	Scroll for Gloves for Defense 100% (¤â®M¨¾¿m¤O 100% ±²¶b)
Wild Kargo (Å]Às)	62	5500	240	Scroll for One-Handed BW for ATT 60% (³æ¤â´Ò§ðÀ»¨÷¶b60%)
Wild Kargo (Å]Às)	62	5500	240	Scroll for One-Handed BW for Accuracy 60% (³æ¤â´Ò©R¤¤¨÷¶b60%)
Wild Kargo (Å]Às)	62	5500	240	Scroll for Wand for Magic ATT 60% (µu§úÅ]¤O¨÷¶b60%)
Wild Kargo (Å]Às)	62	5500	240	Scroll for Staff for Magic ATT 60% (ªø§úÅ]¤O¨÷¶b60%)
Wild Kargo (Å]Às)	62	5500	240	Scroll for Knuckler for Accuracy 10% («üªê©R¤¤²v 10% ±²¶b)
Wild Kargo (Å]Às)	62	5500	240	Wild Kargo Eye (Å]Às¤§²´)
Wild Kargo (Å]Às)	62	5500	240	Gold Ore (¶Àª÷¥ÀÄq)
Wild Kargo (Å]Às)	62	5500	240	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Blue Oriental Helmet (±N­x«CÀY²¯)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Dark Seraphis (¶Â©M¥­¤§´U)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Silver Identity (»È§ÔªÌÀY¤y)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	White Polyfeather Hat (¥Õ¤}¦Ð)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Blood Nightfox (¬õ¤ÑªÅ¤§´U)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Blue Moon (ÂÅ¤ë¦ÕÀô)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Blue Moon («C¤ë)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Black Basile Boots (¶Â¦â¤Ú¦è¨½¹u)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Mithril Brist (¾YÄq¦Xª÷¤â®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Blue Moon Gloves (ÂÅ¤ë¤â®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Blue Pennance (ÂÅ¤¸¯À¤â®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Red Willow (¬õ·N§Ó¤â®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Silver Rover (»È¦WÅA¤â®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Brown Lorin (½Å¾Ô»î¤â®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Bronze Husk («C»É·t¼v¤â®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Blue Eyes (ÂÅ¯«²´¤â®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Adamantium Legend Shield (¥j¦Ñ¦¶Äq¬Þ)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Mighty Bullet (±j¤O¤l¼u)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Neocora (©_«¬¤M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Serpent's Coil (ª÷³D¼C)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Blood Gigantic (¨ª¬õ¾Ô¯«®±®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Beia Crash («ôº¸·´·À®±®M)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	White Potion (¥Õ¦âÃÄ¤ô)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Elixir (¯S®íÃÄ¤ô)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Dexterity Potion (±Ó±¶ÃÄ¤ô)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Scroll for Earring for STR 100% (¦ÕÀô¤O¶q 100% ±²¶b)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Scroll for Topwear for LUK 100% (¤W¦ç©¯¹B¨÷¶b100%)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Scroll for Topwear for STR 100% (¤W¦ç¤O¶q¨÷¶b100%)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Scroll for Gloves for ATT 60% (¤â®M§ðÀ»¨÷¶b60%)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Scroll for Shield for ATT 100% (¬ÞµP§ðÀ»¤O 100% ±²¶b)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Scroll for Staff for Magic ATT 10% (ªø§úÅ]¤O¨÷¶b10%)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Pelvic Bone (°©¬Ö)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Bronze Ore («C»É¥ÀÄq)
Officer Skeleton (¾uÅ\¤h©x)	63	7200	240	Emerald Ore (¯ª¥Àºñ¥ÀÄq)
Ice Drake (¦BÀs)	64	7700	250	Blue Sonata (ÂÅ¶Â¤Ó¶§´U)
Ice Drake (¦BÀs)	64	7700	250	Purple Cast Linen (µµ¦â¨È³Â¤ô¤âÀY¤y)
Ice Drake (¦BÀs)	64	7700	250	Red Orientican (¬õ¿û¥ÉñZ¥Ò)
Ice Drake (¦BÀs)	64	7700	250	Red China (¨ª¶§)
Ice Drake (¦BÀs)	64	7700	250	Brown Jangoon Armor (¶ÀÂí¤ëñZ¥Ò)
Ice Drake (¦BÀs)	64	7700	250	Green Ice Queen (ºñ¿û¥ÉñZ¥Ò)
Ice Drake (¦BÀs)	64	7700	250	Aqua Platina (ÂÅ¼É­·¥Ò)
Ice Drake (¦BÀs)	64	7700	250	Brown Choro (¶À¯óÅS)
Ice Drake (¦BÀs)	64	7700	250	White Anakarune (¥Õ¸tÄÒ¤§ªA)
Ice Drake (¦BÀs)	64	7700	250	Red Orientican Pants (¬õ¿û¥É¿Ç)
Ice Drake (¦BÀs)	64	7700	250	Red China Pants (¨ª¶§¿Ç)
Ice Drake (¦BÀs)	64	7700	250	Red Jangoon Skirt (¬õÂí¤ë¸È)
Ice Drake (¦BÀs)	64	7700	250	Green Ice Queen Skirt (ºñ¿û¥É¸È)
Ice Drake (¦BÀs)	64	7700	250	Aqua Platina Pants (ÂÅ¼É­·¿Ç)
Ice Drake (¦BÀs)	64	7700	250	Red Lapiz Sandals (¬õ¤ô´¹²D¾c)
Ice Drake (¦BÀs)	64	7700	250	Bronze Rover («C»É¦WÅA¤â®M)
Ice Drake (¦BÀs)	64	7700	250	Brown Lorin (½Å¾Ô»î¤â®M)
Ice Drake (¦BÀs)	64	7700	250	Glaze Capsule (¦B´¹½¦Ån)
Ice Drake (¦BÀs)	64	7700	250	Golden Crow (¶Àª÷©¸)
Ice Drake (¦BÀs)	64	7700	250	Sapphire Gigantic (ÂÅÄ_¾Ô¯«®±®M)
Ice Drake (¦BÀs)	64	7700	250	Elixir (¯S®íÃÄ¤ô)
Ice Drake (¦BÀs)	64	7700	250	Mana Elixir (¬¡¤OÃÄ¤ô)
Ice Drake (¦BÀs)	64	7700	250	Scroll for Helmet for Defense 60% (ÀY²¯¨¾¿m¤O 60% ±²¶b)
Ice Drake (¦BÀs)	64	7700	250	Scroll for Earring for DEX 60% (¦ÕÀô±Ó±¶¨÷¶b60%)
Ice Drake (¦BÀs)	64	7700	250	Scroll for Earring for STR 100% (¦ÕÀô¤O¶q 100% ±²¶b)
Ice Drake (¦BÀs)	64	7700	250	Scroll for Shield for ATT 100% (¬ÞµP§ðÀ»¤O 100% ±²¶b)
Ice Drake (¦BÀs)	64	7700	250	Scroll for Two-Handed Axe for Accuracy 60% (Âù¤â©ò©R¤¤¨÷¶b60%)
Ice Drake (¦BÀs)	64	7700	250	Scroll for Pole Arm for Accuracy 10% (ªø¬`ªZ¾¹©R¤¤²v 10% ±²¶b)
Ice Drake (¦BÀs)	64	7700	250	Dragon Skin (Às¥Ö)
Ice Drake (¦BÀs)	64	7700	250	Ice Backbone (´H¦B­I³¡°©)
Ice Drake (¦BÀs)	64	7700	250	The Magic Rock (Å]ªk¥Û)
Ice Drake (¦BÀs)	64	7700	250	Silver Ore (»Èªº¥ÀÄq)
Ice Drake (¦BÀs)	64	7700	250	Gold Ore (¶Àª÷¥ÀÄq)
Ice Drake (¦BÀs)	64	7700	250	Sapphire Ore (ÂÅÄ_¥Û¥ÀÄq)
Ice Drake (¦BÀs)	64	7700	250	Diamond Ore (Æp¥Û¥ÀÄq)
Dark Drake (¶ÂÀs)	68	13000	265	Blue Sonata (ÂÅ¶Â¤Ó¶§´U)
Dark Drake (¶ÂÀs)	68	13000	265	Red Seraphis (¬õ©M¥­¤§´U)
Dark Drake (¶ÂÀs)	68	13000	265	Bronze Identity («C»É§ÔªÌÀY¤y)
Dark Drake (¶ÂÀs)	68	13000	265	Red Orientican (¬õ¿û¥ÉñZ¥Ò)
Dark Drake (¶ÂÀs)	68	13000	265	Aqua Platina (ÂÅ¼É­·¥Ò)
Dark Drake (¶ÂÀs)	68	13000	265	Blue Mystique (ÂÅ¦¶³¶¤§¥Ò)
Dark Drake (¶ÂÀs)	68	13000	265	Red Viska (¬õ¦â«Â´µ§J®M¸Ë)
Dark Drake (¶ÂÀs)	68	13000	265	Red Orientican Pants (¬õ¿û¥É¿Ç)
Dark Drake (¶ÂÀs)	68	13000	265	Aqua Platina Pants (ÂÅ¼É­·¿Ç)
Dark Drake (¶ÂÀs)	68	13000	265	Blue Mystique Pants (ÂÅ¦¶³¶¤§¿Ç)
Dark Drake (¶ÂÀs)	68	13000	265	Green Pirate Boots (ºñ­¸¼v¾c)
Dark Drake (¶ÂÀs)	68	13000	265	Gold Cleave (¶Àª÷µs¸é¤â®M)
Dark Drake (¶ÂÀs)	68	13000	265	Brown Lorin (½Å¾Ô»î¤â®M)
Dark Drake (¶ÂÀs)	68	13000	265	Red Cordon (¬õ¤Ñ¨Ï¤â®M)
Dark Drake (¶ÂÀs)	68	13000	265	Gold Ancient Shield (¶Àª÷¥j¬ÞµP)
Dark Drake (¶ÂÀs)	68	13000	265	Angel Wings (¤Ñ¨Ï¤§Ál)
Dark Drake (¶ÂÀs)	68	13000	265	Chrono (¹p¹q©ò)
Dark Drake (¶ÂÀs)	68	13000	265	Redemption (»ÈÀsºj)
Dark Drake (¶ÂÀs)	68	13000	265	Skylar (¤è¤Ñ´u)
Dark Drake (¶ÂÀs)	68	13000	265	White Potion (¥Õ¦âÃÄ¤ô)
Dark Drake (¶ÂÀs)	68	13000	265	Elixir (¯S®íÃÄ¤ô)
Dark Drake (¶ÂÀs)	68	13000	265	Scroll for Helmet for Defense 60% (ÀY²¯¨¾¿m¤O 60% ±²¶b)
Dark Drake (¶ÂÀs)	68	13000	265	Scroll for Helmet for INT 100% (ÀY²¯´¼¤O¨÷¶b100%)
Dark Drake (¶ÂÀs)	68	13000	265	Scroll for Accessory for DEX 100% (¹¢«~±Ó±¶«× 100% ±²¶b)
Dark Drake (¶ÂÀs)	68	13000	265	Scroll for Topwear for Defense 60% (¤W¦ç¨¾¿m¤O 60% ±²¶b)
Dark Drake (¶ÂÀs)	68	13000	265	Scroll for Bottomwear for DEX 60% (¿Ç¸È±Ó±¶¨÷¶b 60%)
Dark Drake (¶ÂÀs)	68	13000	265	Scroll for Bottomwear for DEX 60% (¿Ç¸È±Ó±¶¨÷¶b60%)
Dark Drake (¶ÂÀs)	68	13000	265	Scroll for Cape for Defense 60% (©Ü­·¨¾¿m¤O 60% ±²¶b)
Dark Drake (¶ÂÀs)	68	13000	265	Scroll for Cape for Defense 15% (©Ü­·¨¾¿m¤O 15% ±²¶b)
Dark Drake (¶ÂÀs)	68	13000	265	Dragon Skin (Às¥Ö)
Dark Drake (¶ÂÀs)	68	13000	265	Dark Drake's Horn (¶ÂÀs¤§¨¤)
Dark Drake (¶ÂÀs)	68	13000	265	Adamantium Ore (¦¶Äq¥Û¥ÀÄq)
Dark Drake (¶ÂÀs)	68	13000	265	Orihalcon Ore (µµÄq¥Û¥ÀÄq)
Dark Drake (¶ÂÀs)	68	13000	265	Gold Ore (¶Àª÷¥ÀÄq)
Dark Drake (¶ÂÀs)	68	13000	265	Diamond Ore (Æp¥Û¥ÀÄq)
Dark Drake (¶ÂÀs)	68	13000	265	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Infinium Circlet (¬õ¯«¸t¤§«a)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Blood Nightfox (¬õ¤ÑªÅ¤§´U)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Bronze Platine («C»É¼É­·¥Ò)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Requierre (¬õ¤Ñ¤W¤§¦ç)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Viska (¬õ¦â«Â´µ§J®M¸Ë)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Bronze Platine Pants («C»É¼É­·¿Ç)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Lapiz Sandals (¬õ¤ô´¹²D¾c)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Mystique Shoes (¬õÀs¥Ö¾c)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Gaia Cape (¬õ°«¤h©Ü­·)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Arrow for Bow (ª¢´¹¤}½b)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Blaze Capsule (¯PµK½¦Ån)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Katana (¤õµK¤M)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Mikhail (¶Àª÷©ò)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	The Judgement (¼É­·Áè)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Kandine (»ñ°Ä¤b)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Evil Wings (Å]ÆF¤§Ál)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	The Gold Dragon (¶ÀÀs¤M)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Red Hinkel (¨ª¯«¤})
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Beia Crash («ôº¸·´·À®±®M)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Scroll for Gloves for MATK 60% (¤â®MÅ]§ð 60% ±²¶b)
Hot Mixed Golem (²VºØ¤õµK¥Û¥¨¤H)	68	13000	275	Hot Stone Block (¼ö¥Û¶ô)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Mithril Planet (¾YÄq¾Ô²¯)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Patriot (ÂÅ¥q¥O´U)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Studded Top (ÂÅ¥ÈªZ¤§¥Ò)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Aqua Platina (ÂÅ¼É­·¥Ò)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Linnex (ÂÅÄÆ¶³¤§¦ç)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Requiem (ÂÅ¤Ñ¤W¤§¦ç)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Studded Pants (ÂÅ¥ÈªZ¤§¿Ç)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Aqua Platina Pants (ÂÅ¼É­·¿Ç)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Carzen Boots (ÂÅ­¸»î¾c)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Elf Shoes (ÂÅ½b»î¾c)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Gaia Cape (ÂÅ°«¤h©Ü­·)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Bolt for Crossbow (ÂÅ¦â©¸½b)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Glaze Capsule (¦B´¹½¦Ån)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Golden River (ª÷­è¤b)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Angel Wings (¤Ñ¨Ï¤§Ál)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Doombringer (ÅQ¤ý¼C)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Chrono (¹p¹q©ò)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Redemption (»ÈÀsºj)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Gigantic Sledge («Ê»î¤§Áè)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Gross Jaeger (¯}¤Ñ©¸¤})
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Blue Scarab (ÂÅ°{¹q¥Ò)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Abyss Shooter (²`²W®g¤â)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Scroll for Crossbow for ATT 10% (©¸§ðÀ»¨÷¶b10%)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Scroll for Gloves for MATK 10% (¤â®MÅ]§ð 10% ±²¶b)
Cold Mixed Golem (²VºØ¦B¥Û¥¨¤H)	68	13000	275	Cold Stone Block (§N¥Û¶ô)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Mithril Planet (¾YÄq¾Ô²¯)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Blue Galaxy (ÂÅ¤Q¦r´U)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Purple Nightfox (µµ¤ÑªÅ¤§´U)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Beige Patriot (¶À¥q¥O´U)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Black Pirate's Bandana (¶Â¦â®üµsÀY¤y)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Dark Scorpio (¶Â­¸¼v¤§ªA)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Blue Ice Queen (ÂÅ¿û¥ÉñZ¥Ò)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Blue Requiem (ÂÅ¤Ñ¤W¤§¦ç)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Dark Requierre (¶Â¤Ñ¤W¤§¦ç)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Green Lineros (ºñÄÆ¶³¤§¦ç)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Dark Scorpio Pants (¶Â­¸¼v¤§¿Ç)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Blue Ice Queen Skirt (ÂÅ¿û¥É¸È)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Red Mystique Shoes (¬õÀs¥Ö¾c)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Green Wing Boots (ºñ­¸Ál¾c)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Emerald Emperor (°¨º¸´µºñ®±®M)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Green Larceny (¼w¥j©ÔÂÅ¤â®M)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Blue Seraph Cape (ÂÅ§¯ºë©Ü­·)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Steely Throwing-Knives (¹p¤§Ãð)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	The Judgement (¼É­·Áè)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Dark Ritual (¦ºÆFªk§ú)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Red Hinkel (¨ª¯«¤})
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Brown Scarab (¶À°{¹q¥Ò)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Elixir (¯S®íÃÄ¤ô)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Power Elixir (¶W¯ÅÃÄ¤ô)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Mana Elixir (¬¡¤OÃÄ¤ô)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Scroll for Topwear for Defense 60% (¤W¦ç¨¾¿m¤O 60% ±²¶b)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Scroll for One-Handed Sword for ATT 60% (³æ¤â¼C§ðÀ»¨÷¶b60%)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Scroll for One-Handed Axe for ATT 60% (³æ¤â©ò§ðÀ»¨÷¶b60%)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Scroll for Spear for ATT 60% (ºj§ðÀ»¨÷¶b60%)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Scroll for Pole Arm for ATT 60% (¥Ù§ðÀ»¨÷¶b60%)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Tauromacis Horn (¤ë¤ú¤ûÅ]¤ýªº¨¤)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	The Magic Rock (Å]ªk¥Û)
Tauromacis (¤ë¤ú¤ûÅ]¤ý)	70	15000	270	Gold Ore (¶Àª÷¥ÀÄq)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Blue Orientican (ÂÅ¿û¥ÉñZ¥Ò)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Red Ice Queen (¬õ¿û¥ÉñZ¥Ò)
